df_index,final_price,list_price,bathrooms,parking,lat,long,mean_district_income,sqft,bedrooms_ag,total_bedrooms,is_house
0,855000,870000,2,1,43.6618956,-79.3857479,56526,850.0,2,3,0
1,885000,898000,2,6,43.64698170000001,-79.5303556,52787,1761.820652173913,3,3,1
2,550000,549900,1,0,43.708472,-79.3974985,57039,550.0,1,1,0
3,665000,600000,1,1,43.6383993,-79.41444820000002,70623,650.0,1,2,0
4,825513,839000,2,1,43.5970962,-79.5096118,44101,2310.1479046836484,2,2,1
5,368000,289000,1,1,43.6015185,-79.51006240000002,44101,250.0,0,0,0
6,2700000,2798000,5,2,43.71406820000001,-79.4033381,169203,2750.0,4,4,1
7,200000,199000,2,1,43.7494371,-79.51684809999998,27984,1100.0,3,3,1
8,975000,954900,2,1,43.7114719,-79.3903945,85340,1300.0,2,2,1
9,269900,269900,1,1,43.8053274,-79.2202291,29573,650.0,1,1,0
10,1057000,1079000,2,1,43.6645415,-79.46147629999999,49709,1761.820652173913,3,4,1
11,1530000,1399900,5,4,43.7388821,-79.30410400000002,35047,3250.0,4,6,1
12,2250000,1990000,4,2,43.66774829999999,-79.3682785,63012,2750.0,3,4,1
13,2100000,2150000,3,2,43.7496511,-79.3961626,100516,1750.0,4,4,1
15,357500,369000,1,1,43.62187,-79.5215387,52787,250.0,0,0,0
16,655000,679900,1,1,43.7285835,-79.3452575,67757,1100.0,3,4,1
17,800000,899888,4,4,43.8245133,-79.2706506,28085,2310.1479046836484,4,5,1
18,640100,629990,2,1,43.6245272,-79.48527109999998,54438,750.0,2,3,0
19,510000,569000,2,3,43.7597662,-79.19348289999998,33323,2310.1479046836484,2,5,1
20,825000,829900,3,3,43.7052095,-79.26151170000001,54360,2310.1479046836484,4,4,1
21,325000,299000,1,1,43.7694947,-79.28338829999998,31692,750.0,1,1,0
22,855000,798000,2,2,43.6073187,-79.49672980000003,54438,900.0,3,3,1
23,478000,469000,1,1,43.714543000000006,-79.45307249999998,38527,650.0,1,2,0
24,775000,739000,2,1,43.6677624,-79.38091659999998,53583,1100.0,2,2,0
25,575000,579000,1,1,43.68150079999999,-79.49364179999998,34059,900.0,2,2,1
27,880000,879000,2,2,43.7054863,-79.30791700000002,43907,2310.1479046836484,3,4,1
29,407000,409999,1,1,43.7627233,-79.50000279999998,29958,1100.0,2,2,0
30,1134000,1148000,4,5,43.5997943,-79.5185178,44101,2310.1479046836484,4,5,1
31,555000,559900,1,0,43.6363057,-79.4660892,35207,750.0,2,2,0
32,725000,729000,3,1,43.7364565,-79.47660549999998,34168,1750.0,3,3,1
34,1240000,1249000,2,0,43.6507544,-79.40786390000002,50694,1750.0,3,3,1
35,625000,625000,2,1,43.6651058,-79.37690090000002,63012,850.0,2,2,0
36,1300000,1500000,4,2,43.6706157,-79.44841329999998,39740,2374.0,3,3,0
37,630000,650000,2,1,43.7780172,-79.41662779999999,44576,850.0,2,3,0
38,726000,739000,3,3,43.7538304,-79.4946581,29958,1761.820652173913,4,4,1
39,1300000,1189000,4,2,43.67516370000001,-79.32489749999998,46206,1300.0,3,4,1
40,752500,778800,2,1,43.6704971,-79.4490273,39740,1300.0,3,3,1
41,502000,510000,1,0,43.66472329999999,-79.38408359999998,53583,650.0,1,1,0
42,630666,649000,2,1,43.696804,-79.39191640000001,57039,850.0,1,2,0
43,765000,749900,2,1,43.66034910000001,-79.4519198,39740,950.0,3,3,1
44,670000,689900,2,1,43.63967940000001,-79.58156590000002,62378,1300.0,2,3,0
45,350000,369000,1,1,43.7424456,-79.21422940000002,32913,250.0,0,0,0
46,570000,629900,1,0,43.6759032,-79.32249329999998,46206,2310.1479046836484,1,1,1
47,462500,469900,2,1,43.71974340000001,-79.3012217,35786,1100.0,3,3,0
51,1158888,1189999,4,2,43.6856555,-79.29652709999998,54324,2750.0,3,4,1
52,705000,719000,2,1,43.66703,-79.37638620000001,32648,850.0,2,2,0
53,354500,355000,1,1,43.7300414,-79.27333519999998,31383,750.0,1,2,0
54,1125000,1179000,2,2,43.6783095,-79.3083192,54324,1300.0,3,4,1
55,700000,699900,3,2,43.70705020000001,-79.4922486,31800,1761.820652173913,3,3,1
56,630000,635000,1,0,43.6418064,-79.3789807,70600,650.0,1,1,0
59,1535000,1569000,4,2,43.61719979999999,-79.49242439999998,54438,2250.0,4,4,1
60,543600,548000,1,0,43.6687178,-79.3839957,53583,550.0,1,1,0
61,412000,418800,2,1,43.686963,-79.5060488,30827,1100.0,2,3,0
62,1175000,1149000,3,1,43.6862851,-79.44128119999998,39803,2310.1479046836484,3,4,1
63,1220000,899000,3,2,43.6701473,-79.4186045,112766,1750.0,3,4,1
65,627500,619000,1,0,43.6462468,-79.39452849999998,70600,650.0,1,1,0
66,310000,289000,1,1,43.7118572,-79.3294906,28654,650.0,1,1,0
67,470000,438000,1,0,43.6460058,-79.38990849999998,70600,250.0,0,0,0
68,476500,489900,1,0,43.6455046,-79.3924571,70600,250.0,0,0,0
69,832000,799900,2,1,43.641579,-79.4159028,70623,850.0,2,2,0
75,582000,589900,2,2,43.77744819999999,-79.2810949,31825,1300.0,2,3,0
76,725500,719000,2,1,43.66703,-79.37638620000001,32648,850.0,2,2,0
82,800000,825000,2,2,43.7388999,-79.40673520000001,123077,1300.0,1,2,0
83,355000,349900,1,1,43.82482590000001,-79.27449299999998,28085,750.0,1,2,0
85,415000,445000,2,1,43.7713861,-79.2607673,33256,950.0,2,2,0
88,553000,559900,2,1,43.7957956,-79.32861340000002,31826,1100.0,3,4,1
90,455000,490000,2,1,43.7816907,-79.41438529999998,45212,950.0,1,1,0
91,1400000,1449000,2,1,43.6639075,-79.34180309999998,53803,1900.0,2,3,0
93,595000,619500,2,1,43.72358699999999,-79.32487859999998,28654,1300.0,2,3,0
98,545000,529000,2,1,43.77340299999999,-79.3446365,36359,550.0,1,2,0
99,967500,999800,3,2,43.7878493,-79.3096068,31826,2310.1479046836484,4,4,1
110,1420000,1395000,2,2,43.6827638,-79.393061,114174,2124.0,3,3,1
115,760000,799000,2,1,43.7542374,-79.4432703,51181,1300.0,2,3,0
118,580000,578000,1,0,43.6406456,-79.380939,70600,650.0,1,1,0
119,715000,749000,2,5,43.7423346,-79.5386758,29528,1761.820652173913,3,5,1
121,545000,559900,3,1,43.7428606,-79.6001328,31771,1300.0,3,5,1
122,1400000,1590000,3,4,43.778941,-79.38991159999998,52035,2310.1479046836484,3,4,1
123,395000,404901,2,1,43.7590096,-79.58856850000002,26548,1100.0,2,3,0
124,1600100,1650000,3,2,43.7022545,-79.3961571,57039,2310.1479046836484,4,4,1
125,760000,768000,1,1,43.6432542,-79.3924143,70600,750.0,2,2,0
126,1050000,999000,3,2,43.67402670000001,-79.43211029999998,54460,1761.820652173913,3,3,1
127,828000,799900,3,3,43.7588775,-79.28041590000002,31692,2310.1479046836484,3,6,1
128,510000,529000,1,0,43.651149200000006,-79.36798370000002,58915,550.0,1,1,0
129,630000,599000,2,2,43.66758919999999,-79.49266109999998,34059,2310.1479046836484,2,3,1
130,680000,698000,1,3,43.7322195,-79.24770799999997,30974,2310.1479046836484,3,3,1
131,785000,799900,1,1,43.6657528,-79.3855792,56526,750.0,1,2,0
132,368000,378000,1,1,43.76443889999999,-79.2885842,31692,650.0,1,1,0
133,704000,639900,3,1,43.68820510000001,-79.468869,33316,2310.1479046836484,2,2,1
134,901000,799000,2,1,43.6738501,-79.4258779,54460,1856.3063063063064,3,3,1
135,4690000,5095000,6,10,43.75385989999999,-79.38648509999999,100516,2310.1479046836484,5,5,1
136,535000,539000,1,1,43.6362926,-79.47046279999998,71204,750.0,1,2,0
137,408000,374888,1,0,43.64178130000001,-79.4234261,45737,250.0,1,1,0
138,365000,369998,1,1,43.798613,-79.31472609999999,31826,1100.0,3,4,0
139,598000,608000,4,1,43.7912268,-79.3610271,37379,1100.0,3,3,1
140,437000,405000,1,1,43.7404659,-79.42457490000002,123077,750.0,1,2,0
141,589000,589000,2,0,43.6801738,-79.4318203,54460,650.0,1,2,0
142,731000,745000,2,4,43.8116065,-79.3524462,40442,1761.820652173913,3,4,1
143,916000,939000,3,3,43.789378,-79.3412137,36346,1761.820652173913,3,6,1
145,1110000,899000,3,2,43.684862,-79.31968069999998,55225,1761.820652173913,3,4,1
146,750000,767000,2,3,43.7046359,-79.5057795,32997,2310.1479046836484,3,4,1
147,499900,465900,1,0,43.7153835,-79.4545483,38527,550.0,1,1,0
148,540000,550000,1,0,43.6419035,-79.37911299999998,70600,250.0,1,1,0
149,865000,899000,2,3,43.6597958,-79.54877509999999,99055,1300.0,3,3,1
150,2164000,2198000,5,2,43.79251439999999,-79.4001203,45212,2310.1479046836484,4,5,1
152,1215000,1298000,3,1,43.6688403,-79.3185567,46206,1750.0,3,5,1
153,830000,739000,4,1,43.6977974,-79.44724839999998,34768,2310.1479046836484,3,5,1
154,340000,358000,2,1,43.6952016,-79.55669999999998,36674,1100.0,3,3,0
155,900000,949999,4,2,43.7930194,-79.2116515,32291,2310.1479046836484,3,4,1
156,790000,799000,5,4,43.745088,-79.5589172,29528,1750.0,4,7,1
158,770000,819900,3,2,43.717713,-79.5482912,32012,2310.1479046836484,3,4,1
159,450017,399900,2,2,43.7772704,-79.33683020000002,36346,1100.0,3,3,0
160,481000,479900,1,1,43.60927239999999,-79.557008,52787,650.0,1,2,0
161,665000,679000,2,2,43.7653269,-79.3823073,52035,950.0,2,2,0
162,680000,650000,1,0,43.6460983,-79.37605490000001,70600,650.0,1,1,0
164,547000,548800,1,0,43.6397127,-79.38342399999998,70600,550.0,1,1,0
165,430000,369900,1,1,43.62341470000001,-79.51665620000001,52787,550.0,1,1,0
166,820000,679000,2,0,43.6814635,-79.3242582,46206,1761.820652173913,2,3,1
169,645000,650000,1,1,43.6398029,-79.4147526,70623,750.0,2,2,0
170,755000,748800,4,2,43.81672639999999,-79.22230429999998,29573,1761.820652173913,3,4,1
171,470500,399900,1,1,43.6789026,-79.29899700000001,54324,550.0,1,1,0
172,740000,599000,4,5,43.81704660000001,-79.264625,30414,1586.3636363636363,3,3,1
174,936000,949000,2,2,43.64114770000001,-79.43927699999998,50580,1750.0,3,4,1
178,2775000,2825000,5,3,43.736912200000006,-79.41601399999998,123077,2310.1479046836484,4,4,1
179,505000,499000,2,1,43.7794382,-79.2153531,32291,1100.0,3,3,1
183,788500,799999,3,2,43.787218,-79.2182614,32291,2310.1479046836484,3,5,1
184,976000,999900,2,1,43.6645133,-79.30808809999998,92580,1100.0,2,2,0
187,637000,639900,2,6,43.80805170000001,-79.2298497,29573,1761.820652173913,3,4,1
188,1010000,1050000,2,1,43.7172692,-79.3793441,308010,950.0,2,3,0
189,615000,549000,3,1,43.8028015,-79.28608369999998,31825,1500.0,3,3,1
195,590000,599900,1,1,43.660249,-79.3428952,53803,650.0,1,2,0
196,795000,749900,2,6,43.7153776,-79.2887823,36232,2310.1479046836484,3,3,1
202,787000,599300,2,1,43.68615250000001,-79.39287409999999,207903,750.0,2,2,0
203,480000,484900,1,0,43.6399547,-79.382025,70600,550.0,1,1,0
204,875000,799900,1,1,43.68294760000001,-79.31733,55199,1761.820652173913,3,3,1
205,1912000,1999900,6,6,43.7662304,-79.4632252,45936,3250.0,4,7,1
206,651100,599000,2,3,43.794874,-79.221434,29573,2310.1479046836484,3,6,1
207,405000,395000,2,1,43.82597670000001,-79.27440859999999,28085,1100.0,2,2,0
208,975000,1039900,2,1,43.6441737,-79.38942089999998,70600,850.0,2,2,0
209,765000,779900,3,2,43.74503720000001,-79.6018876,31771,2310.1479046836484,5,6,1
210,880000,910000,3,1,43.6886334,-79.4784379,33316,2310.1479046836484,3,6,1
211,3200000,3250000,5,6,43.6565366,-79.53112260000002,99055,4250.0,4,6,1
212,667700,675000,1,1,43.6393203,-79.3857232,70600,850.0,1,2,0
213,219000,219900,1,1,43.7485076,-79.5059333,27984,650.0,1,1,0
214,2075000,2198000,4,4,43.6703527,-79.54919740000003,99055,2310.1479046836484,4,4,1
215,610000,499900,1,1,43.6517211,-79.369404,58915,550.0,1,1,0
216,526000,499000,1,0,43.65228279999999,-79.3903646,37422,750.0,2,2,0
217,2200000,2299999,5,4,43.63721500000001,-79.5195313,64140,2750.0,4,5,1
218,443000,399000,1,0,43.7737483,-79.4155086,44576,550.0,1,1,0
219,566000,565900,2,0,43.6415328,-79.4240715,45737,750.0,2,2,0
220,815500,749900,3,3,43.7397154,-79.2980395,35047,2310.1479046836484,3,4,1
221,475500,478000,1,1,43.67730710000001,-79.5069852,34059,850.0,1,1,0
222,440000,425000,1,1,43.7194488,-79.33766640000002,28654,650.0,1,2,0
223,1070000,1100000,4,4,43.8254793,-79.266764,28085,2310.1479046836484,4,6,1
224,430000,434900,2,1,43.7185565,-79.3262896,28654,1100.0,3,3,0
226,718000,749000,2,0,43.656674,-79.3834432,56526,1100.0,2,2,0
227,735000,638000,4,2,43.8232378,-79.26620240000003,28085,1586.3636363636363,3,4,1
228,1005605,900000,3,2,43.7846461,-79.31876290000002,31826,2310.1479046836484,3,3,1
229,435000,465000,2,1,43.784732700000006,-79.2881438,31825,950.0,2,2,0
230,586000,549900,1,0,43.6522277,-79.36926989999998,58915,750.0,1,2,0
231,1310000,1399900,2,5,43.6465994,-79.5345875,52787,2750.0,5,5,1
232,503000,497999,2,1,43.7011607,-79.5068557,32997,1300.0,3,3,1
234,968000,979000,2,1,43.661927,-79.3865112,56526,850.0,2,2,0
236,910000,779000,2,0,43.6881929,-79.32052359999999,51846,2310.1479046836484,2,3,1
240,1458000,1528800,3,2,43.7734963,-79.35896369999998,37379,1900.0,2,3,0
241,673000,685000,1,1,43.6368544,-79.39662009999998,70600,850.0,1,2,0
242,546000,559000,2,1,43.7958866,-79.4270483,34904,1300.0,3,3,0
243,725000,724999,1,0,43.6419035,-79.37911299999998,70600,650.0,1,2,0
244,950000,799000,2,0,43.6811732,-79.31704049999998,55199,1761.820652173913,2,2,1
245,795000,688800,2,3,43.7486435,-79.3063932,35047,2310.1479046836484,3,5,1
251,985000,799000,3,1,43.6875989,-79.31864190000002,55225,1761.820652173913,3,4,1
256,550000,552000,2,1,43.7831108,-79.4151998,45212,1100.0,2,3,0
257,486000,489900,2,1,43.6502088,-79.56850940000002,38255,1500.0,3,4,0
265,440000,449900,2,1,43.7500359,-79.5673777,30731,1300.0,3,3,0
273,487000,494900,1,1,43.64028460000001,-79.5598172,52787,750.0,1,2,0
275,377000,409000,2,1,43.7976705,-79.3198853,31826,1500.0,2,3,0
283,950000,899000,4,1,43.6960276,-79.30855030000002,47710,2310.1479046836484,3,4,1
286,710000,717000,3,6,43.81401870000001,-79.2292769,29573,2310.1479046836484,4,6,1
287,740000,750000,2,1,43.66110270000001,-79.3821061,53583,850.0,2,2,0
288,1352875,1388800,2,6,43.74912570000001,-79.3460936,67757,2310.1479046836484,3,4,1
289,459900,459900,2,1,43.7323456,-79.5369412,39003,1100.0,3,3,0
290,440000,455000,2,1,43.7913153,-79.35724809999998,37379,950.0,2,2,0
291,1725750,1995000,4,4,43.7505659,-79.3291504,42516,2310.1479046836484,3,4,1
292,710000,699900,2,5,43.8145117,-79.2337252,29573,2310.1479046836484,3,5,1
293,573000,630000,2,2,43.73069270000001,-79.32731940000002,67757,1500.0,2,3,0
294,555000,499000,1,1,43.6405881,-79.42482740000001,35207,650.0,2,2,0
295,840000,799888,2,1,43.65221029999999,-79.3707988,58915,850.0,2,2,0
296,561000,498000,2,1,43.774003,-79.2575808,33256,850.0,2,3,0
297,1901000,1750000,3,3,43.70443770000001,-79.4358191,85099,2310.1479046836484,4,5,1
298,1807500,1849000,5,1,43.7314885,-79.3927308,111730,2750.0,3,4,1
299,415000,399800,1,1,43.70253889999999,-79.35157199999998,28875,750.0,1,1,0
300,735000,745000,2,1,43.62382119999999,-79.47872790000002,54438,850.0,2,3,0
301,422450,429800,1,1,43.715099,-79.4797923,37108,550.0,1,1,0
302,705000,724900,2,3,43.7384566,-79.29043539999998,35047,2310.1479046836484,3,4,1
303,538000,499900,1,0,43.6701589,-79.3803887,53583,550.0,1,2,0
304,334000,333289,1,1,43.7317441,-79.5772925,31771,550.0,1,1,0
305,978000,998888,4,2,43.8134481,-79.31458119999998,31786,2310.1479046836484,3,4,1
306,790000,849500,2,6,43.748918,-79.60045,31771,2310.1479046836484,3,5,1
307,696000,729000,2,1,43.8100859,-79.3640897,40442,1700.0,3,3,1
308,762000,745000,2,4,43.7722412,-79.2056691,32291,2310.1479046836484,3,6,1
309,390000,396000,1,1,43.79183560000001,-79.2374037,29573,750.0,1,2,0
310,512000,528900,2,1,43.7739128,-79.32935920000001,36359,650.0,1,2,0
311,720000,769000,3,1,43.76271420000001,-79.3464237,42516,1300.0,3,3,1
312,820000,749900,1,2,43.69447529999999,-79.5168927,45615,2310.1479046836484,3,3,1
313,526000,533900,3,1,43.6418184,-79.5595537,52787,1300.0,3,4,1
314,435000,439000,1,0,43.7732477,-79.3458375,36359,550.0,1,2,0
316,525000,499900,1,0,43.64332479999999,-79.39914959999999,70600,550.0,1,1,0
318,673000,698800,2,1,43.7751232,-79.3454556,36359,1100.0,2,2,0
319,1360000,1079000,3,1,43.6781869,-79.30397169999998,54324,1300.0,3,4,1
320,996000,849000,2,1,43.6885514,-79.31503839999998,55225,1761.820652173913,3,3,1
321,430000,427900,2,1,43.7375763,-79.2382502,30033,1100.0,2,3,0
322,1019000,998000,3,2,43.6826222,-79.44631439999998,41717,1750.0,4,5,1
323,1210000,1249000,2,2,43.78720850000001,-79.41309170000002,45212,2310.1479046836484,3,4,1
324,607000,615000,3,2,43.7816708,-79.131743,39556,1500.0,3,4,1
325,1270000,1199000,2,4,43.6339185,-79.57349169999998,62378,1300.0,3,4,1
326,419000,419000,2,0,43.64178130000001,-79.4234261,45737,650.0,1,2,0
328,338000,339000,1,1,43.801356,-79.31781649999998,31826,750.0,1,2,0
329,650000,689000,2,1,43.65505539999999,-79.3847211,56526,650.0,1,2,0
330,815000,769000,2,1,43.6729102,-79.4265083,54460,1856.3063063063064,2,2,1
332,842000,849900,4,2,43.8280923,-79.2324051,39556,2310.1479046836484,4,5,1
333,1010000,899999,4,4,43.8105024,-79.3252772,31786,2310.1479046836484,3,4,1
335,602500,499900,1,0,43.66457949999999,-79.4106917,50757,550.0,1,1,0
336,660000,699900,1,0,43.6460058,-79.38990849999998,70600,550.0,1,2,0
339,571000,499900,2,1,43.76419320000001,-79.4127583,72371,950.0,2,2,0
341,835000,839000,4,3,43.7630357,-79.3348938,42516,1761.820652173913,3,6,1
343,1070000,1099000,2,3,43.6064538,-79.55615970000002,47709,2310.1479046836484,3,5,1
345,1080000,1249880,2,4,43.7914937,-79.32663570000003,31826,2310.1479046836484,3,3,1
346,617000,619000,1,1,43.7696635,-79.413783,44576,550.0,1,1,0
347,600000,628000,2,1,43.7694863,-79.36892009999998,52035,850.0,2,3,0
350,338900,339900,1,1,43.7944626,-79.3127827,31826,950.0,1,2,0
354,309000,279800,1,1,43.7702669,-79.28714690000002,31692,750.0,2,2,0
355,509000,519900,1,1,43.61522919999999,-79.48894859999999,54438,750.0,1,1,0
357,950000,999000,2,3,43.7383397,-79.2144277,32913,2310.1479046836484,3,4,1
360,569500,574500,2,1,43.6417745,-79.5798563,62378,1300.0,3,3,1
361,1150000,999900,2,2,43.6652559,-79.33692930000002,53803,1300.0,3,3,1
362,562000,562000,2,1,43.773709,-79.25877009999998,33256,850.0,3,3,0
365,448500,449900,1,1,43.7246745,-79.61534309999998,31771,750.0,2,2,0
366,402500,389900,1,1,43.7246581,-79.61542779999998,31771,650.0,1,2,0
369,1400000,999999,3,0,43.6782309,-79.4258625,54460,1761.820652173913,3,4,1
372,1060000,999000,2,2,43.6812949,-79.28034149999998,54360,1300.0,2,4,1
374,850000,799000,2,1,43.6920082,-79.3217282,51846,1761.820652173913,3,3,1
376,433500,435000,1,1,43.6946819,-79.27341440000002,26793,550.0,1,2,0
382,1140000,1049000,2,1,43.6729889,-79.3168261,55199,2310.1479046836484,3,3,1
385,675000,689900,1,0,43.64580910000001,-79.37568189999998,70600,650.0,1,2,0
386,615000,615000,2,1,43.6227486,-79.481943,54438,750.0,2,2,0
389,948000,950000,2,2,43.6639092,-79.44435829999998,39740,2310.1479046836484,4,4,1
391,685500,665000,2,1,43.6385254,-79.53573670000002,52787,950.0,2,3,0
394,380000,359900,2,1,43.7590096,-79.58856850000002,26548,1100.0,2,2,0
396,1260000,1289000,4,1,43.68899129999999,-79.42095400000002,65274,1750.0,3,3,1
402,390000,399900,1,1,43.7808971,-79.2498304,30878,750.0,1,1,0
405,955000,899000,2,1,43.64134019999999,-79.41813940000002,70623,1300.0,3,3,1
407,890000,899999,4,2,43.7309626,-79.50907990000002,34168,1761.820652173913,3,5,1
409,1078000,1089900,3,1,43.6919681,-79.3456697,53315,1761.820652173913,3,4,1
410,1377000,1099000,3,1,43.65651389999999,-79.3410593,53803,1750.0,3,4,1
411,729900,749900,2,2,43.6276596,-79.47698000000003,54438,850.0,1,2,0
412,520000,499000,3,1,43.8040759,-79.2164256,29573,1100.0,4,4,1
413,514200,529900,2,1,43.7733444,-79.2561489,33256,850.0,2,3,0
414,672100,649000,1,1,43.6503953,-79.3581104,70600,750.0,1,1,0
415,537000,549900,1,1,43.6397558,-79.37727079999998,70600,550.0,1,1,0
416,1480000,1495000,4,2,43.6315105,-79.5163656,64140,2750.0,3,3,1
417,635000,669900,1,0,43.6441737,-79.38942089999998,70600,650.0,1,1,0
418,525000,534500,3,1,43.6418184,-79.5595537,52787,1300.0,3,4,1
419,786500,769000,2,1,43.63982499999999,-79.4164156,70623,850.0,2,3,0
420,835000,799900,2,1,43.6723194,-79.4262973,54460,1856.3063063063064,3,3,1
421,784000,799900,2,4,43.7617705,-79.2353224,30878,2310.1479046836484,4,7,1
423,799000,799000,2,1,43.64405870000001,-79.40331040000002,70623,950.0,2,3,0
424,874800,888000,1,1,43.6483688,-79.37660129999998,53583,750.0,1,2,0
425,1555000,1550000,4,4,43.6779289,-79.44893600000002,41717,3250.0,5,7,1
426,474000,479900,2,1,43.7342567,-79.26289489999998,30033,1100.0,2,3,0
427,433000,429900,1,0,43.61522919999999,-79.48894859999999,54438,550.0,1,1,0
428,215000,212000,1,1,43.7459167,-79.5157256,27984,750.0,1,1,0
429,792500,819900,2,1,43.642653,-79.39348679999998,70600,850.0,2,3,0
430,665000,679000,2,2,43.6811023,-79.46723539999998,33316,2310.1479046836484,2,4,1
431,551000,499900,1,1,43.6366747,-79.40647,70623,550.0,1,1,0
432,856000,799000,2,1,43.6565369,-79.3544975,58915,950.0,2,2,0
433,1060000,899000,1,0,43.6794115,-79.35958219999998,70831,1761.820652173913,3,3,1
434,650000,648800,1,2,43.7395216,-79.34488320000001,67757,1100.0,2,2,0
436,564000,565000,1,0,43.6606054,-79.37863540000002,53583,250.0,1,1,0
437,527800,499980,1,1,43.77932070000001,-79.4137118,45326,650.0,1,2,0
439,1220000,1289000,5,2,43.6733361,-79.44779559999998,41717,2250.0,4,4,1
441,835000,844900,2,1,43.665106,-79.46251640000001,49709,1100.0,1,2,0
442,464900,464900,1,0,43.6660964,-79.3873217,56526,550.0,1,1,0
443,472000,459900,1,1,43.6369251,-79.4690573,71204,550.0,1,1,0
444,890000,799000,3,4,43.7937253,-79.28688890000002,31825,2310.1479046836484,3,5,1
445,762000,729900,2,1,43.6522277,-79.36926989999998,58915,1100.0,2,3,0
447,357000,372000,1,1,43.710003,-79.33113440000002,28654,750.0,2,2,0
448,13180000,13180000,8,6,43.6934072,-79.41948649999998,204521,2310.1479046836484,5,6,1
450,625000,639000,1,1,43.6468163,-79.3852934,56526,850.0,1,2,0
454,1500000,1000000,2,1,43.64895300000001,-79.3857683,56526,1100.0,1,2,0
459,702000,649900,2,1,43.6661972,-79.48200179999998,49709,1856.3063063063064,3,3,1
462,630000,629000,2,1,43.7754238,-79.33748159999998,36359,850.0,2,2,0
463,450000,459000,2,1,43.78048280000001,-79.4470506,32724,1100.0,2,2,0
464,460000,480000,1,0,43.7640292,-79.40704170000002,45326,550.0,1,1,0
467,661000,719900,3,6,43.7339472,-79.22686499999998,44718,1300.0,2,4,1
468,780000,819900,4,4,43.7725657,-79.14042950000002,54045,1750.0,3,4,1
471,2170000,2249000,5,1,43.7311998,-79.40240209999997,111730,2310.1479046836484,3,3,1
473,490000,499900,2,1,43.7297438,-79.44202209999997,48134,1300.0,3,3,0
475,1400000,1299000,2,1,43.7079935,-79.3667693,125564,2310.1479046836484,3,4,1
476,772500,775000,2,0,43.65105459999999,-79.3590608,70600,1100.0,3,3,0
477,2065000,2051000,3,1,43.6680469,-79.29674059999998,92580,2310.1479046836484,3,3,1
478,419000,429900,1,1,43.62113370000001,-79.52121149999998,52787,250.0,1,1,0
479,1150000,1198000,2,1,43.6364097,-79.40200340000001,70623,1300.0,2,3,0
481,599000,609000,3,1,43.7965016,-79.3216626,31826,1100.0,3,4,1
484,755000,769000,2,0,43.6668646,-79.46448149999998,49709,1100.0,2,3,0
487,818888,839900,3,3,43.7538004,-79.4604521,45936,1750.0,4,5,1
489,650440,599998,1,1,43.65203959999999,-79.47083479999998,71204,650.0,1,1,0
497,493000,499000,2,1,43.7740707,-79.32932380000003,36359,650.0,1,2,0
499,466000,479900,2,1,43.7713861,-79.2607673,33256,1100.0,2,3,0
500,325000,299000,1,1,43.810157200000006,-79.2211035,29573,850.0,1,2,0
501,629000,629000,2,1,43.7394993,-79.4242244,123077,1100.0,2,2,0
502,670000,675000,2,1,43.6360574,-79.470781,71204,850.0,2,2,0
503,1063000,1068000,3,1,43.7753649,-79.4109093,45326,1900.0,3,4,1
504,832500,839900,1,1,43.6828768,-79.31371299999998,55199,1761.820652173913,2,2,1
505,1400000,1399000,3,2,43.709094,-79.4378982,48134,2310.1479046836484,3,6,1
506,1750000,1795000,4,2,43.7098205,-79.40970259999997,89330,2250.0,3,4,1
508,1325000,1099000,2,1,43.6746086,-79.3164189,55199,1761.820652173913,3,4,1
510,590000,605000,2,0,43.642313,-79.42436640000003,45737,650.0,2,2,0
511,640000,629900,2,3,43.72133710000001,-79.56918979999998,34418,2310.1479046836484,3,4,1
512,765000,769500,3,3,43.721829,-79.5628322,34418,2310.1479046836484,3,3,1
513,1150000,1178000,3,4,43.7026191,-79.4824067,32483,2310.1479046836484,3,3,1
514,425000,389000,1,0,43.6415686,-79.42460279999997,45737,250.0,1,1,0
515,653000,664900,1,1,43.7117823,-79.3916402,57039,750.0,1,2,0
516,1035000,849000,3,1,43.67041939999999,-79.42350069999998,39740,1300.0,3,4,1
517,1180000,1199000,2,1,43.68139160000001,-79.2821633,54360,1300.0,2,3,0
518,830000,798000,3,1,43.68010109999999,-79.44510559999998,41717,2310.1479046836484,3,5,1
519,760000,749000,3,4,43.8197037,-79.26864029999999,28085,2310.1479046836484,3,5,1
520,830000,849000,4,1,43.6415312,-79.3826739,70600,950.0,2,2,0
521,736000,759000,3,3,43.8216934,-79.26662089999998,28085,2310.1479046836484,3,4,1
522,833000,849000,1,1,43.66727600000001,-79.3158673,55199,1761.820652173913,2,2,1
523,680000,686000,1,0,43.6618956,-79.3857479,56526,650.0,2,2,0
524,985000,999800,2,1,43.65221029999999,-79.3707988,58915,950.0,2,2,0
525,952513,919000,3,2,43.7509355,-79.18939470000002,53203,2310.1479046836484,3,4,1
526,605000,610000,2,1,43.75735419999999,-79.4093577,45326,850.0,2,2,0
527,489500,449000,1,1,43.71723160000001,-79.44217139999998,48134,850.0,1,2,0
529,485000,498500,1,1,43.62161629999999,-79.48292070000002,54438,650.0,1,1,0
532,516000,529900,1,1,43.6237198,-79.48370290000003,54438,650.0,1,1,0
533,1240000,1298000,1,1,43.7299146,-79.40181940000002,111730,1300.0,3,3,1
