df_index,final_price,list_price,bathrooms,parking,lat,long,mean_district_income,sqft,bedrooms_ag,total_bedrooms,is_house
10008,705000,699000,2,2,43.7085973,-79.26328459999998,36232,2310.1479046836484,3,3,1
10009,1340000,1350000,3,1,43.6427516,-79.39936759999998,70600,2310.1479046836484,3,3,1
10010,510000,499999,2,1,43.6941654,-79.2640949,54360,1750.0,4,4,1
10011,552000,557800,2,1,43.6243053,-79.488423,54438,850.0,2,2,0
10012,1295000,1299000,5,4,43.70754210000001,-79.2975441,43907,2310.1479046836484,4,6,1
10013,480000,450000,1,1,43.6366747,-79.40647,70623,550.0,1,1,0
10014,550000,499888,1,0,43.6540854,-79.35417170000002,70600,550.0,1,1,0
10015,442500,439900,1,1,43.7728097,-79.26176509999998,33256,750.0,1,2,0
10016,1380000,1149000,3,0,43.6689138,-79.367068,63012,1750.0,4,5,1
10017,1299000,1299999,3,2,43.64897089999999,-79.4381113,45737,1856.3063063063064,4,5,1
10018,1295000,1300000,3,0,43.6416061,-79.45253340000002,71204,1761.820652173913,5,5,1
10019,560000,575000,1,0,43.6403804,-79.3973372,70600,650.0,1,2,0
10020,890000,899900,2,2,43.74017429999999,-79.2692822,31383,2310.1479046836484,3,4,1
10021,999900,999000,2,5,43.7374671,-79.44193109999998,51181,2310.1479046836484,3,3,1
10022,442000,388000,1,1,43.7683207,-79.3713203,52035,550.0,1,1,0
10023,885000,899900,1,1,43.6587206,-79.57134070000002,47002,1300.0,3,3,1
10024,1260000,1269900,4,3,43.7016729,-79.2888153,36232,2250.0,4,5,1
10025,815000,799000,2,1,43.63447559999999,-79.40158860000003,70623,850.0,2,2,0
10026,450000,449900,1,1,43.7683207,-79.3713203,52035,550.0,1,1,0
10027,525000,528000,2,2,43.77272070000001,-79.452095,32724,1300.0,2,2,0
10028,981000,999000,2,0,43.66019770000001,-79.334653,53803,1856.3063063063064,3,3,1
10029,540000,545000,2,1,43.609168,-79.55816800000002,52787,750.0,2,2,0
10030,382500,395000,2,1,43.7983112,-79.312876,31826,1300.0,3,3,0
10031,448000,448900,1,1,43.7733444,-79.2561489,33256,650.0,2,2,0
10032,355000,355000,1,1,43.78146339999999,-79.24775799999998,30878,550.0,1,1,0
10033,555000,568000,1,1,43.7791641,-79.41451459999998,45326,750.0,2,2,0
10034,845000,849900,4,2,43.798949,-79.3419131,36346,1761.820652173913,4,4,1
10035,675000,649000,1,1,43.6411717,-79.42104929999998,70623,850.0,3,3,1
10036,523000,539900,1,0,43.64608370000001,-79.36501179999998,70600,550.0,1,1,0
10037,567000,569900,1,1,43.658981,-79.36291899999998,34597,650.0,1,2,0
10038,1320000,1399900,4,4,43.7474168,-79.3287103,42516,2310.1479046836484,4,4,1
10039,3250000,3250000,5,1,43.6932991,-79.3799449,207903,2310.1479046836484,3,4,1
10040,435000,439000,2,2,43.8073161,-79.26707929999998,30414,950.0,2,2,0
10041,2350000,2550000,5,4,43.6565448,-79.51406490000002,144642,4250.0,4,5,1
10042,590000,599999,2,1,43.71531760000001,-79.2814113,36232,1100.0,2,3,1
10043,525000,498000,1,0,43.6552908,-79.3753388,53583,650.0,1,2,0
10044,899900,899900,4,1,43.8134799,-79.2660978,30414,2310.1479046836484,3,4,1
10045,1262222,1249000,2,2,43.6703048,-79.3136229,55199,2310.1479046836484,3,3,1
10048,1385000,1450000,3,2,43.6657035,-79.30508270000001,92580,2250.0,3,4,1
10049,1125000,1149900,5,1,43.6815729,-79.2982705,54324,2250.0,3,4,1
10050,852500,874900,3,2,43.64482,-79.5880536,47002,1300.0,3,3,1
10051,920000,929900,2,2,43.7208036,-79.34853580000002,67757,1300.0,2,2,0
10052,518000,528000,2,1,43.653226,-79.3831843,56526,1300.0,5,5,1
10053,436000,349900,2,1,43.71166029999999,-79.324539,28654,1100.0,3,3,0
10054,940000,969000,2,6,43.60585220000001,-79.5346797,47709,2310.1479046836484,3,3,1
10055,630000,649000,1,0,43.64580910000001,-79.37568189999998,70600,650.0,1,2,0
10056,710000,659000,3,2,43.68958170000001,-79.50244090000002,30827,2310.1479046836484,4,4,1
10057,473000,485000,1,0,43.76122879999999,-79.4088672,45326,550.0,1,1,0
10058,886000,850000,2,1,43.6401348,-79.3938964,70600,950.0,2,3,0
10059,519900,519900,1,1,43.6371296,-79.400621,70623,550.0,1,2,0
10060,440000,419900,2,1,43.8071075,-79.22782749999998,29573,1100.0,3,3,1
10061,3875000,3925000,6,6,43.6733729,-79.52362159999998,101551,4250.0,5,6,1
10062,480000,485000,2,1,43.7677247,-79.1747941,33323,1500.0,3,3,1
10063,646000,629000,2,1,43.7755273,-79.41491289999998,44576,1100.0,2,2,0
10064,757500,769000,2,5,43.7518791,-79.24830859999999,33256,2310.1479046836484,3,4,1
10065,690000,700000,1,1,43.642307,-79.40252059999997,70623,750.0,1,1,0
10066,2250000,2289000,3,2,43.7035394,-79.36598149999998,125564,2250.0,4,4,1
10067,1100000,1100000,1,2,43.6732172,-79.43133420000002,54460,2310.1479046836484,3,3,1
10068,374000,376000,2,1,43.78344110000001,-79.28355959999998,31825,1300.0,3,3,0
10069,495000,498000,2,1,43.7858946,-79.2918605,34200,650.0,2,2,0
10070,408000,418000,2,1,43.7853574,-79.28849609999997,31825,950.0,2,2,0
10071,305000,310000,1,1,43.7064429,-79.46753199999998,38527,850.0,4,4,0
10072,690000,699900,2,1,43.6777677,-79.4739065,49709,2310.1479046836484,3,3,1
10073,1831000,1820000,2,2,43.7142545,-79.3716567,125564,2310.1479046836484,3,4,1
10074,2500000,1999000,4,3,43.7074009,-79.3747801,125564,2310.1479046836484,4,5,1
10075,490000,499900,1,1,43.636309,-79.46625759999998,35207,650.0,1,2,0
10076,865000,798888,2,1,43.59953170000001,-79.50323159999998,44101,2310.1479046836484,2,3,1
10077,915000,929000,4,4,43.7101845,-79.26284419999998,36232,2310.1479046836484,4,4,1
10078,450000,415000,1,1,43.7140064,-79.28252090000002,36232,850.0,2,3,0
10079,1170000,1249000,2,4,43.5938275,-79.52463399999998,47384,1300.0,3,3,1
10080,880000,888000,2,5,43.7302744,-79.4863172,34168,2310.1479046836484,3,3,1
10081,360000,299000,1,1,43.7207726,-79.2439255,44718,850.0,1,1,0
10082,1000000,1100000,1,1,43.6810704,-79.3897551,207903,850.0,2,2,0
10083,325000,319900,1,0,43.7169396,-79.26088419999998,30974,250.0,1,1,0
10084,729000,735000,2,4,43.6911996,-79.27263239999998,54360,900.0,2,2,1
10085,890000,909000,2,2,43.6857628,-79.26987009999998,54360,2310.1479046836484,2,3,1
10086,750000,739000,2,1,43.6432542,-79.3924143,70600,850.0,2,2,0
10087,3360000,3495000,5,3,43.72149570000001,-79.39090920000002,169203,4250.0,5,5,1
10088,1041500,1068000,2,1,43.6468092,-79.39018209999998,70600,950.0,2,3,0
10089,870000,899000,2,2,43.706222,-79.2980725,43907,2310.1479046836484,3,4,1
10090,420000,430000,1,0,43.7057051,-79.392657,57039,650.0,1,1,0
10091,895000,899900,2,1,43.6765324,-79.3279951,46206,1761.820652173913,4,4,1
10092,2205000,2149000,5,2,43.69091479999999,-79.39155670000002,207903,2750.0,3,4,1
10093,1200000,1095000,2,1,43.66918340000001,-79.30273690000001,92580,1500.0,3,3,0
10094,653000,649900,1,1,43.65055359999999,-79.35738190000002,70600,650.0,1,2,0
10095,550000,538000,1,0,43.6687178,-79.3839957,53583,550.0,1,1,0
10096,3385000,3699000,5,2,43.71760560000001,-79.36514559999998,125564,3250.0,4,5,1
10097,485000,479000,1,1,43.6258065,-79.47792439999998,54438,550.0,1,1,0
10098,536000,539000,1,0,43.6601025,-79.3850843,56526,250.0,0,1,0
10099,762000,699000,2,5,43.76038,-79.3178825,42516,1761.820652173913,3,5,1
10100,2450000,2499000,5,1,43.6521188,-79.457646,71204,4250.0,6,7,1
10101,667500,728888,2,1,43.66110270000001,-79.3821061,53583,850.0,2,2,0
10102,538000,550000,1,0,43.6701589,-79.3803887,53583,550.0,1,1,0
10103,800000,799000,1,0,43.6535705,-79.4009536,37422,1856.3063063063064,3,3,1
10104,435000,449900,2,1,43.7772704,-79.33683020000002,36346,1100.0,2,3,0
10105,868000,769900,4,2,43.8069253,-79.31123559999997,31826,2310.1479046836484,4,6,1
10106,901000,799000,5,2,43.7855619,-79.332899,36346,1761.820652173913,3,5,1
10107,1300000,1375000,3,3,43.6445049,-79.445043,50580,1750.0,5,7,1
10108,665000,659900,1,1,43.6630079,-79.3767767,63012,850.0,2,2,1
10109,910000,949900,3,1,43.6237198,-79.48370290000003,54438,1300.0,2,3,0
10110,529900,542800,2,1,43.7887044,-79.30224969999998,34200,1100.0,3,4,1
10111,528000,548000,1,1,43.7683207,-79.3713203,52035,750.0,1,2,0
10112,545000,549888,1,0,43.7089649,-79.39298490000002,57039,550.0,1,1,0
10113,756000,765000,2,2,43.73620560000001,-79.5813168,26548,1750.0,3,5,1
10114,720000,669900,2,2,43.7467493,-79.59936440000001,31771,2310.1479046836484,3,3,1
10115,720000,689900,2,1,43.66681819999999,-79.46389609999999,49709,850.0,2,3,0
10116,680000,690000,1,1,43.6430945,-79.40374969999998,70623,1100.0,2,3,0
10117,2350000,2498000,5,1,43.6464086,-79.47509079999998,71204,2310.1479046836484,4,5,1
10118,530000,530000,1,0,43.655467,-79.3540372,58915,550.0,1,1,0
10119,830000,839000,3,3,43.7544927,-79.52183389999998,27984,1761.820652173913,4,5,1
10120,615000,639000,2,1,43.77798189999999,-79.4527648,32724,1700.0,2,3,0
10121,493000,429900,1,0,43.69995369999999,-79.38750139999998,57039,550.0,1,1,0
10122,580000,599000,2,1,43.8101174,-79.3133793,31786,1300.0,3,3,1
10123,625000,598800,2,3,43.8130339,-79.2277146,29573,1761.820652173913,3,4,1
10124,925000,989000,6,2,43.766999,-79.49852299999998,29958,2310.1479046836484,4,6,1
10125,553000,499000,1,0,43.6540854,-79.35417170000002,70600,250.0,1,1,0
10126,545500,545500,1,0,43.6524822,-79.3609307,58915,550.0,1,1,0
10127,618000,590000,1,0,43.6390962,-79.3864748,70600,850.0,2,3,0
10128,1100000,1170000,1,1,43.6075813,-79.5341088,47709,2310.1479046836484,3,3,1
10129,445000,399000,1,0,43.65312460000001,-79.369479,58915,250.0,1,1,0
10130,645000,659000,1,1,43.7696635,-79.413783,44576,650.0,1,2,0
10131,615000,574900,2,1,43.6299034,-79.4755739,54438,850.0,1,2,0
10132,825000,698000,2,2,43.6685069,-79.4945771,34059,2310.1479046836484,3,4,1
10133,570000,579000,1,1,43.6569834,-79.35537240000002,58915,650.0,1,1,0
10134,466000,449900,1,0,43.6456258,-79.3994776,70600,250.0,1,1,0
10135,765000,799900,2,2,43.726024,-79.5574682,32012,2310.1479046836484,4,4,1
10136,608000,619900,2,1,43.7733252,-79.2544409,33256,1100.0,2,3,0
10137,740000,698000,2,3,43.74624779999999,-79.1997485,53203,2310.1479046836484,3,4,1
10138,440000,437000,1,1,43.73205479999999,-79.53206920000002,39003,850.0,2,2,1
10139,900000,939000,2,1,43.6450775,-79.3643417,70600,950.0,2,2,0
10140,720088,739000,1,1,43.6450775,-79.3643417,70600,650.0,1,2,0
10141,647000,598000,1,1,43.63339029999999,-79.39971070000001,70623,650.0,2,2,1
10142,570000,488000,1,0,43.6392759,-79.3850063,70600,850.0,2,3,0
10143,355000,349000,2,1,43.7525114,-79.20418169999998,53203,1100.0,2,2,0
10144,345000,345000,2,1,43.7417398,-79.21925290000001,32913,950.0,2,2,0
10145,961000,859900,2,4,43.6909479,-79.3221145,51846,900.0,2,3,1
10146,966000,975000,2,1,43.661927,-79.3865112,56526,850.0,2,2,0
10147,747000,769900,3,1,43.7786982,-79.13280929999998,39556,1750.0,3,3,1
10148,665000,599000,2,0,43.64405870000001,-79.40331040000002,70623,850.0,2,2,0
10149,820000,839900,2,2,43.6926358,-79.3419708,53315,2310.1479046836484,2,3,1
10150,1410000,1499900,2,0,43.6692854,-79.3636041,63012,1761.820652173913,5,6,1
10151,755000,799000,3,6,43.6962524,-79.46978229999998,33829,2310.1479046836484,4,5,1
10152,727000,743800,2,1,43.6826838,-79.51108570000002,101551,1100.0,2,3,0
10153,890000,799000,2,1,43.638175,-79.4153863,70623,950.0,2,2,1
10154,1372000,1299000,4,4,43.7989834,-79.36422420000002,40442,2310.1479046836484,3,3,1
10155,475000,489000,2,1,43.8235146,-79.27585820000002,28085,1300.0,2,3,0
10156,1616000,1800000,4,5,43.8034527,-79.36417220000001,40442,2310.1479046836484,4,6,1
10157,820000,798800,3,2,43.7547843,-79.5979821,26548,2310.1479046836484,3,4,1
10158,545000,559900,1,1,43.733889100000006,-79.3467757,67757,650.0,1,1,0
10159,1240000,999888,2,2,43.6814518,-79.5371828,44177,2310.1479046836484,3,4,1
10160,1275000,1298000,3,4,43.673568,-79.5529901,99055,2310.1479046836484,3,3,1
10162,678000,680000,2,1,43.7656853,-79.4099902,45326,850.0,2,3,0
10163,861000,799000,4,2,43.8204429,-79.27158409999998,28085,1750.0,4,6,1
10164,1599000,1599000,5,1,43.6580948,-79.36298699999998,34597,2750.0,4,5,1
10165,525000,519000,2,1,43.77409,-79.2498179,30878,1100.0,2,2,0
10166,750000,759000,2,1,43.6677624,-79.38091659999998,53583,1100.0,2,2,0
10167,570000,545000,2,1,43.6299034,-79.4755739,54438,850.0,1,2,0
10168,765000,769000,3,2,43.7166315,-79.27775539999998,36232,1856.3063063063064,3,3,1
10169,546125,480000,1,0,43.638175,-79.4153863,70623,550.0,1,1,0
10170,779000,789000,2,1,43.6403804,-79.3973372,70600,850.0,2,2,0
10171,554000,558000,1,1,43.780659,-79.4185845,34904,650.0,1,2,0
10172,965000,899000,2,1,43.6642287,-79.4922603,71888,1761.820652173913,2,3,1
10173,810000,799000,3,1,43.7163544,-79.27953520000001,36232,2250.0,3,3,1
10174,660000,659900,4,1,43.7288921,-79.5237243,34168,1750.0,3,3,1
10175,664000,679000,2,1,43.7801811,-79.41848159999998,34904,850.0,2,2,0
10176,1120000,1268000,3,2,43.75858529999999,-79.40653359999997,45326,1700.0,3,3,1
10177,1275000,1198000,2,1,43.65655870000001,-79.48170079999998,71888,2310.1479046836484,4,4,1
10178,510000,499000,1,1,43.64279129999999,-79.4071946,70623,650.0,1,2,0
10179,810000,819900,2,1,43.63884390000001,-79.41335749999998,70623,1300.0,2,2,1
10180,1210000,1230000,5,2,43.7949673,-79.3063052,31826,2310.1479046836484,4,6,1
10181,760000,749900,2,4,43.71882720000001,-79.4813312,37108,1761.820652173913,3,4,1
10182,475889,498000,2,1,43.77744819999999,-79.2810949,31825,850.0,2,2,0
10183,505000,509800,1,1,43.7732096,-79.4154406,44576,850.0,1,2,0
10184,735000,739900,2,3,43.74712280000001,-79.2449608,33256,2310.1479046836484,3,3,1
10185,625500,568500,1,0,43.6964449,-79.46184790000002,34768,900.0,2,2,1
10186,905000,949500,5,2,43.7207904,-79.30791909999998,35786,1856.3063063063064,4,4,1
10187,688000,599999,1,1,43.6469296,-79.374978,70600,650.0,1,2,0
10188,1260000,1305000,3,6,43.6040482,-79.53999350000002,47709,2494.4444444444443,6,7,1
10189,800000,838000,2,1,43.6460983,-79.37605490000001,70600,850.0,2,2,0
10190,650000,650000,2,2,43.7303213,-79.3272765,67757,1500.0,2,3,0
10191,310000,329000,2,1,43.787277,-79.1950145,32291,1500.0,3,4,1
10192,630000,619900,2,0,43.656674,-79.3834432,56526,850.0,1,1,0
10193,839500,868800,3,3,43.6956881,-79.4980838,32483,2310.1479046836484,4,4,1
10194,576000,579900,1,0,43.6468092,-79.39018209999998,70600,550.0,1,1,0
10195,1500000,1587000,5,2,43.61675220000001,-79.50018790000001,54438,2750.0,3,3,1
10196,1025000,1039000,3,1,43.6759844,-79.3291945,46206,1761.820652173913,4,4,1
10197,1025000,918000,2,1,43.66555229999999,-79.3192567,46206,1761.820652173913,3,4,1
10198,1267500,899000,3,2,43.6643357,-79.3304421,53803,1750.0,3,3,1
10199,560000,569900,1,1,43.6371296,-79.400621,70623,650.0,1,2,0
10200,1228000,1325000,3,1,43.62451220000001,-79.48525649999998,54438,1900.0,3,4,0
10201,789000,779000,2,3,43.7665873,-79.22522339999998,30878,2310.1479046836484,3,6,1
10202,713000,748000,1,1,43.6702677,-79.39434399999998,112766,650.0,1,2,0
10203,530000,539900,2,1,43.6851429,-79.51594829999998,45615,1300.0,2,2,0
10204,745000,749900,2,2,43.7560696,-79.2188343,30878,2310.1479046836484,3,4,1
10205,640000,648000,1,0,43.6419035,-79.37911299999998,70600,550.0,1,1,0
10206,1250000,1130000,2,1,43.6397558,-79.37727079999998,70600,1700.0,3,3,0
10207,820000,839000,2,0,43.6702677,-79.39434399999998,112766,750.0,2,2,0
10208,504000,490000,1,0,43.6393466,-79.39974149999998,70600,250.0,1,1,0
10209,1100000,898000,2,2,43.6809745,-79.44752319999998,41717,2310.1479046836484,2,3,1
10210,455000,438800,2,1,43.770373,-79.183221,33323,1300.0,3,3,1
10211,467000,469900,1,1,43.7784759,-79.45035899999998,32724,650.0,2,2,1
10212,330000,309900,1,1,43.7677225,-79.18386310000002,33323,950.0,2,2,0
10213,780000,775000,2,2,43.7807681,-79.1441157,54045,2310.1479046836484,3,3,1
10214,534000,540000,2,1,43.6826838,-79.51108570000002,101551,950.0,1,2,0
10215,685000,695000,1,1,43.6833734,-79.4186828,54460,750.0,1,2,0
10216,615000,619900,3,1,43.7884207,-79.16058459999998,54045,1300.0,3,4,1
10217,950000,924900,3,1,43.6429775,-79.41375090000003,70623,1300.0,2,2,1
10218,462500,429000,2,1,43.7867351,-79.29100650000002,34200,1100.0,1,2,0
10219,1050000,1049000,2,1,43.7039672,-79.375187,85340,1761.820652173913,3,4,1
10220,880000,799000,2,2,43.7724437,-79.3044342,34200,2310.1479046836484,4,4,1
10221,3050000,2898000,4,3,43.7120037,-79.41568240000002,169203,2310.1479046836484,4,5,1
10222,800000,825000,2,1,43.6460058,-79.38990849999998,70600,850.0,2,3,0
10223,1480000,1489000,2,1,43.703802,-79.41589789999998,169203,1300.0,3,3,1
10224,465000,450000,1,1,43.7511249,-79.46590599999998,29958,650.0,1,2,0
10225,1976000,2085000,4,2,43.70554420000001,-79.43696209999997,85099,2310.1479046836484,4,5,1
10226,870000,849000,2,4,43.7106459,-79.485087,37108,2310.1479046836484,3,5,1
10227,390000,399000,2,1,43.7365986,-79.25784509999998,30033,1300.0,3,3,0
10228,552000,549900,1,1,43.6488576,-79.3781453,56526,550.0,0,0,0
10229,505000,469900,1,1,43.7713071,-79.41292940000002,45326,650.0,1,1,0
10230,733000,699900,2,4,43.72996610000001,-79.26204000000001,30974,1761.820652173913,3,3,1
10231,1258000,1299000,2,1,43.68379909999999,-79.3863425,207903,1856.3063063063064,2,2,1
10232,560000,600000,2,0,43.68634470000001,-79.2705996,54360,2310.1479046836484,2,2,1
10233,645000,645000,1,2,43.6878549,-79.27189729999998,54360,2310.1479046836484,3,3,1
10234,590000,499000,2,1,43.6924968,-79.2884775,26793,1300.0,2,3,0
10235,1160000,899000,3,1,43.6536982,-79.4364303,40588,1856.3063063063064,3,4,1
10236,982000,799999,2,2,43.6929298,-79.350802,44557,2310.1479046836484,2,3,1
10237,1290000,1349900,2,0,43.7025363,-79.3986948,89330,1761.820652173913,4,4,1
10238,951000,899000,1,0,43.7252135,-79.4050958,111730,1761.820652173913,3,3,1
10239,1457800,1249000,4,2,43.67562589999999,-79.33438989999998,48511,2310.1479046836484,3,3,1
10240,723011,599900,1,1,43.65039470000001,-79.39261119999998,37422,750.0,1,2,0
10241,635000,639000,2,1,43.709982200000006,-79.3641997,125564,950.0,2,2,0
10242,1320000,1329000,3,1,43.6256776,-79.4787686,54438,1500.0,2,3,0
10243,358000,358000,1,2,43.7713344,-79.2869978,31692,1100.0,2,2,0
10244,367000,365000,1,1,43.7811782,-79.2454059,30878,650.0,1,2,0
10245,650000,549900,2,1,43.64898170000001,-79.36521570000002,70600,1100.0,2,3,0
10246,750000,699900,3,1,43.6591219,-79.5676265,47002,1700.0,4,4,1
10247,670000,599900,1,1,43.64486369999999,-79.3990598,70600,750.0,1,2,0
10248,470000,474900,1,1,43.6656823,-79.4475781,39740,550.0,1,1,0
10249,1765000,1799999,4,2,43.6510325,-79.3959486,37422,2250.0,4,6,1
10250,832000,849000,2,2,43.80217260000001,-79.322379,31826,1761.820652173913,3,3,1
10251,538800,538800,1,1,43.76798170000001,-79.38799829999998,52035,650.0,1,1,0
10252,724400,749000,2,3,43.808763,-79.34842579999999,40442,1761.820652173913,4,4,1
10253,690000,728800,1,1,43.66703,-79.37638620000001,32648,750.0,1,1,0
10254,1665000,1675000,3,1,43.6723101,-79.37839090000001,207903,2124.0,2,2,0
10255,1300000,1374900,3,0,43.66124960000001,-79.3784836,53583,2494.4444444444443,3,4,1
10256,504800,499900,1,0,43.63978270000001,-79.39794669999998,70600,650.0,1,2,0
10257,781000,599000,2,1,43.7011783,-79.44606859999998,34768,1100.0,2,3,0
10258,439000,439000,1,1,43.62744710000001,-79.4783741,54438,550.0,1,1,0
10259,395000,409900,2,1,43.7590096,-79.58856850000002,26548,1100.0,2,2,0
10260,585000,575000,1,1,43.64405870000001,-79.40331040000002,70623,750.0,2,2,0
10261,325000,349900,2,1,43.7340431,-79.5933934,31771,1300.0,3,5,1
10262,725000,699000,2,4,43.7299967,-79.59471429999998,31771,2310.1479046836484,3,7,1
10263,825000,849900,2,1,43.6628581,-79.37627189999998,63012,1300.0,2,2,0
10264,707000,675000,2,1,43.65428970000001,-79.4630968,57465,650.0,1,1,0
10265,690000,659000,2,2,43.7375782,-79.58248309999998,26548,2310.1479046836484,4,4,1
10266,688600,649900,1,1,43.64804779999999,-79.48721540000003,71204,650.0,1,2,0
10267,839000,839000,2,1,43.7603042,-79.41161989999998,72371,850.0,2,3,0
10268,730000,738000,2,0,43.66945070000001,-79.38747049999998,56526,850.0,1,2,0
10269,1544000,1559000,3,1,43.6564523,-79.4693581,57465,2310.1479046836484,3,3,1
10270,475000,479900,1,1,43.7143483,-79.3531453,28875,650.0,1,1,0
10271,659000,599900,3,2,43.6372895,-79.582044,62378,1700.0,3,3,0
10272,651000,638000,2,1,43.6509453,-79.39818489999998,37422,1100.0,2,2,0
10273,485000,484900,1,1,43.7521667,-79.4568084,45936,750.0,2,2,0
10274,485000,499000,2,1,43.78167070000001,-79.2472126,30878,1100.0,2,2,0
10275,521000,539000,2,1,43.7400659,-79.42495439999998,123077,1300.0,2,2,0
10276,385000,416800,2,1,43.7307312,-79.4319228,123077,1100.0,2,2,0
10277,725000,748000,2,1,43.7759301,-79.413286,45326,1100.0,2,2,0
10278,460000,479000,2,1,43.7891031,-79.4523918,32724,1300.0,2,2,0
10279,718000,699000,3,2,43.8118781,-79.28776959999998,30414,1761.820652173913,4,4,1
10280,665000,699000,4,1,43.7922222,-79.24454229999998,31825,1856.3063063063064,3,4,1
10281,530000,488888,2,1,43.76869600000001,-79.38019940000002,52035,750.0,1,2,0
10282,765000,699888,2,1,43.6711072,-79.4854273,34059,1761.820652173913,2,2,1
10283,2266000,2568000,5,2,43.7974772,-79.41528259999998,45212,2310.1479046836484,4,5,1
10284,860000,888000,4,2,43.765707,-79.50475820000003,29958,2250.0,3,5,1
10285,510000,529999,1,1,43.7287417,-79.48257590000001,34168,750.0,2,2,0
10286,830000,815000,4,3,43.82331110000001,-79.20349859999999,39556,2310.1479046836484,4,4,1
10287,365000,359000,1,1,43.8045151,-79.227871,29573,750.0,2,2,1
10288,460001,459900,2,1,43.7687777,-79.3457598,36359,1300.0,3,4,0
10289,1221000,1050000,4,3,43.80303,-79.3253873,31826,3250.0,5,5,1
10290,810000,779900,2,5,43.6072698,-79.52999249999998,47709,1761.820652173913,3,4,1
10291,766000,769999,1,1,43.642307,-79.40252059999997,70623,850.0,1,1,0
10292,750000,649000,2,3,43.7256214,-79.49113359999998,34168,1761.820652173913,3,4,1
10293,1605000,1449000,2,3,43.7733746,-79.41068589999998,45326,2310.1479046836484,3,5,1
10294,930000,950000,3,2,43.76365699999999,-79.395445,45326,1900.0,3,3,1
10295,545000,529000,1,1,43.657649,-79.37676390000001,53583,650.0,1,1,0
10296,1900000,1999998,3,6,43.7551347,-79.3383925,42516,2310.1479046836484,3,4,1
10297,1228800,1129000,2,4,43.634525,-79.58130469999998,62378,1300.0,3,5,1
10298,612000,488000,1,1,43.6360574,-79.470781,71204,750.0,1,2,0
10299,780000,799900,2,6,43.7848484,-79.18188909999998,40972,2310.1479046836484,3,3,1
10300,1298000,1298000,2,1,43.6555286,-79.35807179999998,58915,1500.0,3,3,0
10302,345000,349900,2,1,43.69500379999999,-79.5548335,36674,1500.0,3,3,0
10303,470000,474900,1,1,43.5898499,-79.54516029999998,47384,650.0,1,1,0
10304,1600000,1375000,2,0,43.6929126,-79.3869079,207903,1300.0,2,2,1
10305,740000,749000,2,2,43.727582,-79.32681099999998,67757,1100.0,2,2,0
10306,815000,649900,2,3,43.7348238,-79.2983368,35047,2310.1479046836484,3,3,1
10307,485000,459000,1,1,43.75655649999999,-79.4086248,45326,650.0,1,2,0
10308,720000,749000,2,2,43.73469000000001,-79.3200834,35786,1300.0,3,3,1
10309,1386000,1250000,3,1,43.6647803,-79.3702492,63012,1761.820652173913,2,3,1
10310,760000,599900,4,4,43.8167365,-79.28181409999998,28085,1761.820652173913,3,3,1
10311,620000,658000,3,1,43.7836217,-79.367429,52035,1300.0,3,3,1
10312,650000,598000,1,0,43.6539487,-79.38857010000002,37422,550.0,1,1,0
10313,3250000,3250000,3,1,43.6475242,-79.38733470000003,70600,2374.0,2,3,0
10314,975000,999999,2,0,43.649077,-79.42873019999998,45737,1856.3063063063064,3,3,1
10315,569000,569000,1,0,43.6809661,-79.42773210000001,54460,750.0,1,2,0
10316,630000,649000,2,1,43.6760413,-79.55816479999999,44177,1100.0,2,2,1
10318,721000,699900,2,3,43.7578824,-79.24024709999998,30878,2310.1479046836484,3,4,1
10319,395000,409900,2,1,43.7683227,-79.18192320000001,33323,1100.0,2,3,0
10320,440000,455000,2,1,43.7112781,-79.32283439999998,28654,1300.0,3,3,0
10321,2040000,2050000,2,1,43.645266,-79.38712120000002,70600,1500.0,2,2,0
10322,1339000,1390000,3,4,43.783959,-79.358238,37379,2310.1479046836484,4,4,1
10323,1675000,1699900,3,1,43.6486136,-79.44757440000002,50580,2250.0,5,6,1
10324,1030000,829000,2,1,43.60720630000001,-79.49752059999999,54438,2310.1479046836484,3,3,1
10325,522000,529888,1,1,43.6227486,-79.481943,54438,650.0,1,2,0
10326,340000,319000,1,1,43.6958184,-79.5563257,36674,1100.0,2,2,0
10327,405000,408800,2,1,43.8068694,-79.26665390000002,30414,850.0,2,2,0
10328,1060000,1088000,3,1,43.75858529999999,-79.40653359999997,45326,1700.0,3,3,1
10329,1185000,999000,2,1,43.7490985,-79.27577459999998,31692,1761.820652173913,3,3,1
10330,538000,539007,1,1,43.6405881,-79.42482740000001,35207,650.0,2,2,0
10331,1055000,949000,2,1,43.6569834,-79.35537240000002,58915,1100.0,2,3,0
10332,425000,429900,1,1,43.73069270000001,-79.32731940000002,67757,850.0,1,1,0
10333,535000,499999,1,0,43.6416011,-79.42197999999998,45737,550.0,1,1,0
10334,5000000,5695000,7,4,43.70037689999999,-79.4198772,204521,2310.1479046836484,7,7,1
10335,980000,789000,2,0,43.6465411,-79.42311550000002,50694,850.0,1,1,0
10336,380000,379900,1,0,43.7002209,-79.42776119999998,65274,250.0,0,0,0
10337,905012,799995,2,1,43.6060539,-79.550687,47709,2310.1479046836484,2,2,1
10338,565000,574900,1,1,43.6878497,-79.41344620000002,204521,750.0,1,1,0
10339,959000,959000,2,1,43.6838811,-79.34606059999999,51846,2310.1479046836484,3,3,1
10341,950000,899900,2,1,43.649852,-79.50026059999998,64140,1100.0,1,2,0
